Start,End,Reward
S_75,S_15,-1
S_75,S_16,-1
S_75,S_17,-1
S_75,S_18,-1
S_75,S_18,-1
S_75,S_19,-1
S_75,S_19,-1
S_75,S_19,-1
S_75,S_20,-1
S_75,S_20,-1
S_75,S_20,-1
S_75,S_21,-1
S_75,S_21,-1
S_75,S_21,-1
S_75,S_22,-1
S_75,S_22,-1
S_75,S_22,-1
S_75,S_23,-1
S_75,S_24,-1
S_75,S_25,-1
S_75,S_26,-1
S_75,S_27,-1
S_75,S_28,-1
S_75,S_28,-1
S_75,S_29,-1
S_75,S_29,-1
S_75,S_29,-1
S_75,S_30,-1
S_75,S_30,-1
S_75,S_30,-1
S_75,S_31,-1
S_75,S_31,-1
S_75,S_31,-1
S_75,S_32,-1
S_75,S_32,-1
S_75,S_32,-1
S_75,S_33,-1
S_75,S_33,-1
S_75,S_34,-1
S_75,S_35,-1
S_75,S_36,-1
S_75,S_37,-1
S_75,S_38,-1
S_75,S_38,-1
S_75,S_38,-1
S_75,S_39,-1
S_75,S_39,-1
S_75,S_39,-1
S_75,S_40,-1
S_75,S_40,-1
S_75,S_41,-1
S_75,S_41,-1
S_75,S_42,-1
S_75,S_42,-1
S_75,S_42,-1
S_75,S_43,-1
S_75,S_43,-1
S_75,S_43,-1
S_75,S_44,-1
S_75,S_45,-1
S_75,S_46,-1
S_75,S_47,-1
S_75,S_47,-1
S_75,S_47,-1
S_75,S_48,-1
S_75,S_48,-1
S_75,S_48,-1
S_75,S_49,-1
S_75,S_49,-1
S_75,S_49,-1
S_75,S_50,-1
S_75,S_51,-1
S_75,S_51,-1
S_75,S_52,-1
S_75,S_52,-1
S_75,S_53,-1
S_75,S_53,-1
S_75,S_53,-1
S_75,S_54,-1
S_75,S_54,-1
S_75,S_54,-1
S_75,S_55,-1
S_75,S_56,-1
S_75,S_56,-1
S_75,S_57,-1
S_75,S_57,-1
S_75,S_57,-1
S_75,S_58,-1
S_75,S_58,-1
S_75,S_58,-1
S_75,S_59,-1
S_75,S_59,-1
S_75,S_59,-1
S_75,S_60,-1
S_75,S_61,-1
S_75,S_62,-1
S_75,S_63,-1
S_75,S_63,-1
S_75,S_64,-1
S_75,S_64,-1
S_75,S_64,-1
S_75,S_65,-1
S_75,S_66,-1
S_75,S_66,-1
S_75,S_66,-1
S_75,S_67,-1
S_75,S_67,-1
S_75,S_67,-1
S_75,S_68,-1
S_75,S_69,-1
S_75,S_70,-1
S_75,S_71,-1
S_75,S_72,-1
S_75,S_73,-1
S_75,S_74,-1
S_75,S_75,0
S_75,S_76,-1
S_75,S_77,-1
S_75,S_78,-1
S_75,S_79,-1
S_75,S_80,-1
S_75,S_81,-1
S_75,S_82,-1
S_75,S_83,-1
S_75,S_84,-1
S_75,S_84,-1
S_75,S_84,-1
S_75,S_85,0
S_75,S_86,-1
S_75,S_87,-1
S_75,S_88,-1
S_75,S_89,-1
S_75,S_90,-1
S_75,S_91,-1
S_75,S_92,-1
S_75,S_92,-1
S_75,S_93,-1
S_75,S_93,-1
S_75,S_93,-1
S_75,S_94,-1
S_75,S_94,-1
S_75,S_95,-1
S_75,S_96,-1
S_75,S_96,-1
S_75,S_96,-1
S_75,S_97,-1
S_75,S_98,-1
S_75,S_99,-1
S_76,Goal,-1
S_76,Goal,-1
S_76,Goal,-1
S_76,S_00,-1
S_76,S_00,-1
S_76,S_00,-1
S_76,S_01,-1
S_76,S_01,-1
S_76,S_01,-1
S_76,S_02,-1
S_76,S_02,-1
S_76,S_02,-1
S_76,S_03,-1
S_76,S_03,-1
S_76,S_04,-1
S_76,S_05,-1
S_76,S_06,-1
S_76,S_07,-1
S_76,S_08,-1
S_76,S_09,-1
S_76,S_10,-1
S_76,S_10,-1
S_76,S_10,-1
S_76,S_11,-1
S_76,S_11,-1
S_76,S_11,-1
S_76,S_12,-1
S_76,S_12,-1
S_76,S_12,-1
S_76,S_13,-1
S_76,S_13,-1
S_76,S_13,-1
S_76,S_14,-1
S_76,S_15,-1
S_76,S_16,-1
S_76,S_17,-1
S_76,S_18,-1
S_76,S_19,-1
S_76,S_20,-1
S_76,S_20,-1
S_76,S_20,-1
S_76,S_21,-1
S_76,S_21,-1
S_76,S_21,-1
S_76,S_22,-1
S_76,S_22,-1
S_76,S_22,-1
S_76,S_23,-1
S_76,S_23,-1
S_76,S_23,-1
S_76,S_24,-1
S_76,S_25,-1
S_76,S_26,-1
S_76,S_27,-1
S_76,S_28,-1
S_76,S_29,-1
S_76,S_30,-1
S_76,S_30,-1
S_76,S_30,-1
S_76,S_31,-1
S_76,S_31,-1
S_76,S_31,-1
S_76,S_32,-1
S_76,S_32,-1
S_76,S_32,-1
S_76,S_33,-1
S_76,S_33,-1
S_76,S_33,-1
S_76,S_34,-1
S_76,S_34,-1
S_76,S_34,-1
S_76,S_35,-1
S_76,S_36,-1
S_76,S_37,-1
S_76,S_38,-1
S_76,S_39,-1
S_76,S_39,-1
S_76,S_40,-1
S_76,S_40,-1
S_76,S_40,-1
S_76,S_41,-1
S_76,S_41,-1
S_76,S_41,-1
S_76,S_42,-1
S_76,S_42,-1
S_76,S_42,-1
S_76,S_43,-1
S_76,S_43,-1
S_76,S_43,-1
S_76,S_44,-1
S_76,S_44,-1
S_76,S_44,-1
S_76,S_45,-1
S_76,S_46,-1
S_76,S_47,-1
S_76,S_48,-1
S_76,S_49,-1
S_76,S_49,-1
S_76,S_50,-1
S_76,S_51,-1
S_76,S_52,-1
S_76,S_52,-1
S_76,S_52,-1
S_76,S_53,-1
S_76,S_53,-1
S_76,S_53,-1
S_76,S_54,-1
S_76,S_54,-1
S_76,S_54,-1
S_76,S_55,-1
S_76,S_55,-1
S_76,S_55,-1
S_76,S_56,-1
S_76,S_57,-1
S_76,S_58,-1
S_76,S_58,-1
S_76,S_59,-1
S_76,S_59,-1
S_76,S_60,-1
S_76,S_61,-1
S_76,S_62,-1
S_76,S_63,-1
S_76,S_64,-1
S_76,S_64,-1
S_76,S_64,-1
S_76,S_65,-1
S_76,S_65,-1
S_76,S_65,-1
S_76,S_66,-1
S_76,S_67,-1
S_76,S_67,-1
S_76,S_68,-1
S_76,S_69,-1
S_76,S_70,-1
S_76,S_71,-1
S_76,S_72,-1
S_76,S_73,-1
S_76,S_74,-1
S_76,S_75,-1
S_76,S_76,0
S_76,S_77,0
S_76,S_78,0
S_76,S_79,-1
S_76,S_80,-1
S_76,S_81,-1
S_76,S_82,-1
S_76,S_83,-1
S_76,S_84,-1
S_76,S_85,-1
S_76,S_86,0
S_76,S_87,-1
S_76,S_87,-1
S_76,S_88,-1
S_76,S_89,-1
S_76,S_90,-1
S_76,S_91,-1
S_76,S_92,-1
S_76,S_93,-1
S_76,S_94,-1
S_76,S_95,-1
S_76,S_96,-1
S_76,S_97,-1
S_76,S_97,-1
S_76,S_98,-1
S_76,S_98,-1
S_76,S_99,-1
S_77,Goal,-1
S_77,Goal,-1
S_77,S_00,-1
S_77,S_00,-1
S_77,S_01,-1
S_77,S_01,-1
S_77,S_02,-1
S_77,S_02,-1
S_77,S_03,-1
S_77,S_03,-1
S_77,S_04,-1
S_77,S_05,-1
S_77,S_06,-1
S_77,S_07,-1
S_77,S_08,-1
S_77,S_09,-1
S_77,S_10,-1
S_77,S_10,-1
S_77,S_11,-1
S_77,S_11,-1
S_77,S_12,-1
S_77,S_12,-1
S_77,S_13,-1
S_77,S_13,-1
S_77,S_14,-1
S_77,S_15,-1
S_77,S_16,-1
S_77,S_17,-1
S_77,S_18,-1
S_77,S_19,-1
S_77,S_20,-1
S_77,S_20,-1
S_77,S_21,-1
S_77,S_21,-1
S_77,S_22,-1
S_77,S_22,-1
S_77,S_23,-1
S_77,S_23,-1
S_77,S_24,-1
S_77,S_24,-1
S_77,S_25,-1
S_77,S_26,-1
S_77,S_27,-1
S_77,S_28,-1
S_77,S_29,-1
S_77,S_30,-1
S_77,S_30,-1
S_77,S_31,-1
S_77,S_31,-1
S_77,S_32,-1
S_77,S_32,-1
S_77,S_33,-1
S_77,S_33,-1
S_77,S_34,-1
S_77,S_34,-1
S_77,S_35,-1
S_77,S_35,-1
S_77,S_36,-1
S_77,S_37,-1
S_77,S_38,-1
S_77,S_39,-1
S_77,S_40,-1
S_77,S_41,-1
S_77,S_42,-1
S_77,S_42,-1
S_77,S_43,-1
S_77,S_43,-1
S_77,S_44,-1
S_77,S_44,-1
S_77,S_45,-1
S_77,S_45,-1
S_77,S_46,-1
S_77,S_47,-1
S_77,S_48,-1
S_77,S_49,-1
S_77,S_49,-1
S_77,S_50,-1
S_77,S_51,-1
S_77,S_52,-1
S_77,S_53,-1
S_77,S_54,-1
S_77,S_54,-1
S_77,S_55,-1
S_77,S_55,-1
S_77,S_56,-1
S_77,S_56,-1
S_77,S_57,-1
S_77,S_58,-1
S_77,S_59,-1
S_77,S_59,-1
S_77,S_60,-1
S_77,S_61,-1
S_77,S_61,-1
S_77,S_62,-1
S_77,S_62,-1
S_77,S_63,-1
S_77,S_64,-1
S_77,S_65,-1
S_77,S_66,-1
S_77,S_66,-1
S_77,S_67,-1
S_77,S_68,-1
S_77,S_68,-1
S_77,S_69,-1
S_77,S_70,-1
S_77,S_71,-1
S_77,S_72,-1
S_77,S_73,-1
S_77,S_74,-1
S_77,S_75,-1
S_77,S_76,0
S_77,S_77,0
S_77,S_78,0
S_77,S_79,-1
S_77,S_80,-1
S_77,S_81,-1
S_77,S_82,-1
S_77,S_83,-1
S_77,S_84,-1
S_77,S_85,-1
S_77,S_86,-1
S_77,S_86,-1
S_77,S_87,-1
S_77,S_88,-1
S_77,S_88,-1
S_77,S_89,-1
S_77,S_89,-1
S_77,S_90,-1
S_77,S_91,-1
S_77,S_92,-1
S_77,S_93,-1
S_77,S_94,-1
S_77,S_95,-1
S_77,S_95,-1
S_77,S_96,-1
S_77,S_97,-1
S_77,S_98,-1
S_77,S_98,-1
S_77,S_99,-1
S_77,S_99,-1
S_78,Goal,-1
S_78,S_00,-1
S_78,S_00,-1
S_78,S_01,-1
S_78,S_02,-1
S_78,S_02,-1
S_78,S_03,-1
S_78,S_04,-1
S_78,S_05,-1
S_78,S_06,-1
S_78,S_07,-1
S_78,S_08,-1
S_78,S_09,-1
S_78,S_10,-1
S_78,S_10,-1
S_78,S_11,-1
S_78,S_12,-1
S_78,S_12,-1
S_78,S_13,-1
S_78,S_13,-1
S_78,S_14,-1
S_78,S_14,-1
S_78,S_15,-1
S_78,S_15,-1
S_78,S_16,-1
S_78,S_17,-1
S_78,S_18,-1
S_78,S_19,-1
S_78,S_20,-1
S_78,S_21,-1
S_78,S_22,-1
S_78,S_23,-1
S_78,S_24,-1
S_78,S_24,-1
S_78,S_25,-1
S_78,S_26,-1
S_78,S_27,-1
S_78,S_28,-1
S_78,S_29,-1
S_78,S_30,-1
S_78,S_30,-1
S_78,S_31,-1
S_78,S_32,-1
S_78,S_33,-1
S_78,S_34,-1
S_78,S_35,-1
S_78,S_36,-1
S_78,S_36,-1
S_78,S_37,-1
S_78,S_38,-1
S_78,S_39,-1
S_78,S_40,-1
S_78,S_41,-1
S_78,S_42,-1
S_78,S_43,-1
S_78,S_44,-1
S_78,S_45,-1
S_78,S_46,-1
S_78,S_47,-1
S_78,S_48,-1
S_78,S_49,-1
S_78,S_50,-1
S_78,S_51,-1
S_78,S_52,-1
S_78,S_53,-1
S_78,S_54,-1
S_78,S_54,-1
S_78,S_55,-1
S_78,S_56,-1
S_78,S_57,-1
S_78,S_57,-1
S_78,S_58,0
S_78,S_59,-1
S_78,S_59,-1
S_78,S_60,-1
S_78,S_61,-1
S_78,S_61,-1
S_78,S_62,-1
S_78,S_63,-1
S_78,S_64,-1
S_78,S_65,-1
S_78,S_66,-1
S_78,S_66,-1
S_78,S_67,-1
S_78,S_68,0
S_78,S_69,-1
S_78,S_69,-1
S_78,S_70,-1
S_78,S_71,-1
S_78,S_72,-1
S_78,S_73,-1
S_78,S_74,-1
S_78,S_75,-1
S_78,S_76,0
S_78,S_77,0
S_78,S_78,0
S_78,S_79,-1
S_78,S_80,-1
S_78,S_81,-1
S_78,S_82,-1
S_78,S_83,-1
S_78,S_84,-1
S_78,S_85,-1
S_78,S_85,-1
S_78,S_86,-1
S_78,S_87,-1
S_78,S_88,-1
S_78,S_89,-1
S_78,S_89,-1
S_78,S_89,-1
S_78,S_90,-1
S_78,S_91,-1
S_78,S_92,-1
S_78,S_93,-1
S_78,S_93,-1
S_78,S_94,-1
S_78,S_95,-1
S_78,S_95,-1
S_78,S_96,-1
S_78,S_96,-1
S_78,S_97,-1
S_78,S_98,-1
S_78,S_99,-1
S_78,S_99,-1
S_79,Goal,-1
S_79,Goal,-1
S_79,Goal,-1
S_79,S_00,-1
S_79,S_01,-1
S_79,S_01,-1
S_79,S_02,-1
S_79,S_02,-1
S_79,S_03,-1
S_79,S_03,-1
S_79,S_04,-1
S_79,S_04,-1
S_79,S_05,-1
S_79,S_06,-1
S_79,S_07,-1
S_79,S_08,-1
S_79,S_09,-1
S_79,S_10,-1
S_79,S_11,-1
S_79,S_12,-1
S_79,S_12,-1
S_79,S_13,-1
S_79,S_13,-1
S_79,S_14,-1
S_79,S_14,-1
S_79,S_15,-1
S_79,S_15,-1
S_79,S_16,-1
S_79,S_17,-1
S_79,S_18,-1
S_79,S_19,-1
S_79,S_20,-1
S_79,S_21,-1
S_79,S_22,-1
S_79,S_23,-1
S_79,S_24,-1
S_79,S_24,-1
S_79,S_25,-1
S_79,S_25,-1
S_79,S_26,-1
S_79,S_27,-1
S_79,S_28,-1
S_79,S_29,-1
S_79,S_30,-1
S_79,S_31,-1
S_79,S_32,-1
S_79,S_33,-1
S_79,S_34,-1
S_79,S_35,-1
S_79,S_36,-1
S_79,S_36,-1
S_79,S_37,-1
S_79,S_38,-1
S_79,S_39,-1
S_79,S_40,-1
S_79,S_41,-1
S_79,S_42,-1
S_79,S_43,-1
S_79,S_44,-1
S_79,S_45,-1
S_79,S_46,-1
S_79,S_46,-1
S_79,S_47,-1
S_79,S_47,-1
S_79,S_48,-1
S_79,S_49,-1
S_79,S_50,-1
S_79,S_51,-1
S_79,S_52,-1
S_79,S_53,-1
S_79,S_54,-1
S_79,S_55,-1
S_79,S_56,-1
S_79,S_57,-1
S_79,S_57,-1
S_79,S_58,-1
S_79,S_59,0
S_79,S_60,-1
S_79,S_61,-1
S_79,S_62,-1
S_79,S_63,-1
S_79,S_64,-1
S_79,S_65,-1
S_79,S_66,-1
S_79,S_67,-1
S_79,S_68,-1
S_79,S_69,0
S_79,S_70,-1
S_79,S_71,-1
S_79,S_72,-1
S_79,S_73,-1
S_79,S_74,-1
S_79,S_75,-1
S_79,S_76,-1
S_79,S_77,-1
S_79,S_78,-1
S_79,S_79,0
S_79,S_80,-1
S_79,S_81,-1
S_79,S_82,-1
S_79,S_83,-1
S_79,S_84,-1
S_79,S_85,-1
S_79,S_86,-1
S_79,S_87,-1
S_79,S_88,-1
S_79,S_88,-1
S_79,S_89,0
S_79,S_90,-1
S_79,S_91,-1
S_79,S_92,-1
S_79,S_93,-1
S_79,S_94,-1
S_79,S_95,-1
S_79,S_96,-1
S_79,S_97,-1
S_79,S_97,-1
S_79,S_98,-1
S_79,S_99,0
S_80,Goal,-1
S_80,S_00,0
S_80,S_01,-1
S_80,S_02,-1
S_80,S_03,-1
S_80,S_04,-1
S_80,S_05,-1
S_80,S_06,-1
S_80,S_06,-1
S_80,S_07,-1
S_80,S_07,-1
S_80,S_08,-1
S_80,S_08,-1
S_80,S_09,-1
S_80,S_10,0
S_80,S_11,-1
S_80,S_12,-1
S_80,S_13,-1
S_80,S_14,-1
S_80,S_15,-1
S_80,S_16,-1
S_80,S_16,-1
S_80,S_17,-1
S_80,S_17,-1
S_80,S_18,-1
S_80,S_19,-1
S_80,S_20,0
S_80,S_21,-1
S_80,S_22,-1
S_80,S_23,-1
S_80,S_23,-1
S_80,S_24,-1
S_80,S_25,-1
S_80,S_25,-1
S_80,S_26,-1
S_80,S_26,-1
S_80,S_27,-1
S_80,S_28,-1
S_80,S_29,-1
S_80,S_30,0
S_80,S_31,-1
S_80,S_32,-1
S_80,S_33,-1
S_80,S_33,-1
S_80,S_34,-1
S_80,S_34,-1
S_80,S_35,-1
S_80,S_35,-1
S_80,S_36,-1
S_80,S_37,-1
S_80,S_38,-1
S_80,S_39,-1
S_80,S_40,0
S_80,S_41,-1
S_80,S_42,-1
S_80,S_42,-1
S_80,S_43,-1
S_80,S_43,-1
S_80,S_44,-1
S_80,S_44,-1
S_80,S_45,-1
S_80,S_46,-1
S_80,S_47,-1
S_80,S_48,-1
S_80,S_49,-1
S_80,S_50,0
S_80,S_51,-1
S_80,S_52,-1
S_80,S_53,-1
S_80,S_53,-1
S_80,S_54,-1
S_80,S_54,-1
S_80,S_55,-1
S_80,S_56,-1
S_80,S_57,-1
S_80,S_58,-1
S_80,S_59,-1
S_80,S_60,0
S_80,S_61,-1
S_80,S_61,-1
S_80,S_62,-1
S_80,S_62,-1
S_80,S_63,-1
S_80,S_64,-1
S_80,S_65,-1
S_80,S_66,-1
S_80,S_67,-1
S_80,S_68,-1
S_80,S_69,-1
S_80,S_70,0
S_80,S_71,-1
S_80,S_71,-1
S_80,S_72,-1
S_80,S_73,-1
S_80,S_74,-1
S_80,S_75,-1
S_80,S_76,-1
S_80,S_77,-1
S_80,S_78,-1
S_80,S_79,-1
S_80,S_80,0
S_80,S_81,-1
S_80,S_82,-1
S_80,S_83,-1
S_80,S_84,-1
S_80,S_85,-1
S_80,S_86,-1
S_80,S_87,-1
S_80,S_88,-1
S_80,S_89,-1
S_80,S_90,0
S_80,S_91,-1
S_80,S_91,-1
S_80,S_92,-1
S_80,S_93,-1
S_80,S_94,-1
S_80,S_95,-1
S_80,S_96,-1
S_80,S_97,-1
S_80,S_98,-1
S_80,S_99,-1
S_81,Goal,-1
S_81,S_00,-1
S_81,S_01,-1
S_81,S_02,-1
S_81,S_02,-1
S_81,S_02,-1
S_81,S_03,-1
S_81,S_03,-1
S_81,S_04,-1
S_81,S_04,-1
S_81,S_05,-1
S_81,S_05,-1
S_81,S_05,-1
S_81,S_06,-1
S_81,S_06,-1
S_81,S_06,-1
S_81,S_07,-1
S_81,S_07,-1
S_81,S_07,-1
S_81,S_08,-1
S_81,S_08,-1
S_81,S_08,-1
S_81,S_09,-1
S_81,S_09,-1
S_81,S_09,-1
S_81,S_10,-1
S_81,S_11,-1
S_81,S_12,-1
S_81,S_12,-1
S_81,S_12,-1
S_81,S_13,-1
S_81,S_13,-1
S_81,S_14,-1
S_81,S_14,-1
S_81,S_15,-1
S_81,S_15,-1
S_81,S_15,-1
S_81,S_16,-1
S_81,S_16,-1
S_81,S_16,-1
S_81,S_17,-1
S_81,S_17,-1
S_81,S_17,-1
S_81,S_18,-1
S_81,S_18,-1
S_81,S_18,-1
S_81,S_19,-1
S_81,S_19,-1
S_81,S_19,-1
S_81,S_20,-1
S_81,S_21,-1
S_81,S_22,-1
S_81,S_22,-1
S_81,S_22,-1
S_81,S_23,-1
S_81,S_23,-1
S_81,S_24,-1
S_81,S_25,-1
S_81,S_25,-1
S_81,S_25,-1
S_81,S_26,-1
S_81,S_26,-1
S_81,S_26,-1
S_81,S_27,-1
S_81,S_27,-1
S_81,S_27,-1
S_81,S_28,-1
S_81,S_28,-1
S_81,S_28,-1
S_81,S_29,-1
S_81,S_29,-1
S_81,S_30,-1
S_81,S_31,-1
S_81,S_32,-1
S_81,S_32,-1
S_81,S_33,-1
S_81,S_33,-1
S_81,S_34,-1
S_81,S_34,-1
S_81,S_35,-1
S_81,S_35,-1
S_81,S_35,-1
S_81,S_36,-1
S_81,S_36,-1
S_81,S_36,-1
S_81,S_37,-1
S_81,S_37,-1
S_81,S_37,-1
S_81,S_38,-1
S_81,S_38,-1
S_81,S_39,-1
S_81,S_39,-1
S_81,S_40,-1
S_81,S_41,-1
S_81,S_42,-1
S_81,S_42,-1
S_81,S_43,-1
S_81,S_43,-1
S_81,S_44,-1
S_81,S_44,-1
S_81,S_44,-1
S_81,S_45,-1
S_81,S_45,-1
S_81,S_45,-1
S_81,S_46,-1
S_81,S_46,-1
S_81,S_46,-1
S_81,S_47,-1
S_81,S_47,-1
S_81,S_48,-1
S_81,S_48,-1
S_81,S_49,-1
S_81,S_49,-1
S_81,S_50,-1
S_81,S_51,-1
S_81,S_52,-1
S_81,S_52,-1
S_81,S_53,-1
S_81,S_53,-1
S_81,S_54,-1
S_81,S_54,-1
S_81,S_54,-1
S_81,S_55,-1
S_81,S_55,-1
S_81,S_55,-1
S_81,S_56,-1
S_81,S_56,-1
S_81,S_57,-1
S_81,S_57,-1
S_81,S_58,-1
S_81,S_59,-1
S_81,S_60,-1
S_81,S_61,0
S_81,S_62,-1
S_81,S_62,-1
S_81,S_63,-1
S_81,S_63,-1
S_81,S_63,-1
S_81,S_64,-1
S_81,S_64,-1
S_81,S_65,-1
S_81,S_65,-1
S_81,S_66,-1
S_81,S_67,-1
S_81,S_68,-1
S_81,S_69,-1
S_81,S_70,-1
S_81,S_70,-1
S_81,S_71,0
S_81,S_72,-1
S_81,S_72,-1
S_81,S_72,-1
S_81,S_73,-1
S_81,S_73,-1
S_81,S_74,-1
S_81,S_75,-1
S_81,S_76,-1
S_81,S_77,-1
S_81,S_78,-1
S_81,S_79,-1
S_81,S_80,-1
S_81,S_81,0
S_81,S_82,-1
S_81,S_83,-1
S_81,S_84,-1
S_81,S_85,-1
S_81,S_86,-1
S_81,S_87,-1
S_81,S_88,-1
S_81,S_89,-1
S_81,S_90,-1
S_81,S_90,-1
S_81,S_91,-1
S_81,S_92,-1
S_81,S_92,-1
S_81,S_92,-1
S_81,S_93,-1
S_81,S_94,-1
S_81,S_95,-1
S_81,S_96,-1
S_81,S_97,-1
S_81,S_98,-1
S_81,S_99,-1
S_82,Goal,-1
S_82,Goal,-1
S_82,S_00,-1
S_82,S_00,-1
S_82,S_01,-1
S_82,S_02,-1
S_82,S_03,-1
S_82,S_04,-1
S_82,S_05,-1
S_82,S_05,-1
S_82,S_06,-1
S_82,S_07,-1
S_82,S_08,-1
S_82,S_09,-1
S_82,S_10,-1
S_82,S_10,-1
S_82,S_11,-1
S_82,S_12,-1
S_82,S_13,-1
S_82,S_14,-1
S_82,S_14,-1
S_82,S_15,-1
S_82,S_15,-1
S_82,S_16,-1
S_82,S_17,-1
S_82,S_18,-1
S_82,S_19,-1
S_82,S_20,-1
S_82,S_20,-1
S_82,S_21,-1
S_82,S_21,-1
S_82,S_21,-1
S_82,S_22,-1
S_82,S_23,-1
S_82,S_24,-1
S_82,S_24,-1
S_82,S_25,-1
S_82,S_26,-1
S_82,S_27,-1
S_82,S_28,-1
S_82,S_29,-1
S_82,S_30,-1
S_82,S_30,-1
S_82,S_31,-1
S_82,S_31,-1
S_82,S_31,-1
S_82,S_32,-1
S_82,S_33,-1
S_82,S_34,-1
S_82,S_34,-1
S_82,S_35,-1
S_82,S_36,-1
S_82,S_37,-1
S_82,S_38,-1
S_82,S_39,-1
S_82,S_40,-1
S_82,S_40,-1
S_82,S_40,-1
S_82,S_41,-1
S_82,S_41,-1
S_82,S_42,-1
S_82,S_43,-1
S_82,S_44,-1
S_82,S_44,-1
S_82,S_45,-1
S_82,S_46,-1
S_82,S_47,-1
S_82,S_48,-1
S_82,S_49,-1
S_82,S_50,-1
S_82,S_50,-1
S_82,S_50,-1
S_82,S_51,-1
S_82,S_51,-1
S_82,S_52,-1
S_82,S_53,-1
S_82,S_53,-1
S_82,S_54,-1
S_82,S_55,-1
S_82,S_56,-1
S_82,S_57,-1
S_82,S_58,-1
S_82,S_59,-1
S_82,S_60,-1
S_82,S_60,-1
S_82,S_60,-1
S_82,S_61,-1
S_82,S_61,-1
S_82,S_62,-1
S_82,S_63,-1
S_82,S_63,-1
S_82,S_64,-1
S_82,S_65,-1
S_82,S_66,-1
S_82,S_67,-1
S_82,S_68,-1
S_82,S_69,-1
S_82,S_70,-1
S_82,S_70,-1
S_82,S_71,-1
S_82,S_71,-1
S_82,S_71,-1
S_82,S_72,0
S_82,S_73,-1
S_82,S_74,-1
S_82,S_75,-1
S_82,S_76,-1
S_82,S_77,-1
S_82,S_78,-1
S_82,S_79,-1
S_82,S_80,-1
S_82,S_81,-1
S_82,S_82,0
S_82,S_83,0
S_82,S_84,0
S_82,S_85,-1
S_82,S_86,-1
S_82,S_87,-1
S_82,S_88,-1
S_82,S_89,-1
S_82,S_90,-1
S_82,S_91,-1
S_82,S_91,-1
S_82,S_91,-1
S_82,S_92,-1
S_82,S_93,-1
S_82,S_93,-1
S_82,S_94,-1
S_82,S_95,-1
S_82,S_96,-1
S_82,S_97,-1
S_82,S_98,-1
S_82,S_99,-1
S_83,Goal,-1
S_83,Goal,-1
S_83,S_00,-1
S_83,S_01,-1
S_83,S_02,-1
S_83,S_03,-1
S_83,S_04,-1
S_83,S_05,-1
S_83,S_06,-1
S_83,S_07,-1
S_83,S_07,-1
S_83,S_08,-1
S_83,S_08,-1
S_83,S_09,-1
S_83,S_09,-1
S_83,S_10,-1
S_83,S_11,-1
S_83,S_12,-1
S_83,S_13,-1
S_83,S_14,-1
S_83,S_15,-1
S_83,S_16,-1
S_83,S_17,-1
S_83,S_17,-1
S_83,S_18,-1
S_83,S_18,-1
S_83,S_19,-1
S_83,S_19,-1
S_83,S_20,-1
S_83,S_21,-1
S_83,S_22,-1
S_83,S_23,-1
S_83,S_24,-1
S_83,S_25,-1
S_83,S_26,-1
S_83,S_26,-1
S_83,S_27,-1
S_83,S_27,-1
S_83,S_28,-1
S_83,S_28,-1
S_83,S_29,-1
S_83,S_29,-1
S_83,S_30,-1
S_83,S_31,-1
S_83,S_32,-1
S_83,S_33,-1
S_83,S_34,-1
S_83,S_35,-1
S_83,S_36,-1
S_83,S_36,-1
S_83,S_37,-1
S_83,S_37,-1
S_83,S_38,-1
S_83,S_38,-1
S_83,S_39,-1
S_83,S_39,-1
S_83,S_40,-1
S_83,S_41,-1
S_83,S_42,-1
S_83,S_43,-1
S_83,S_44,-1
S_83,S_45,-1
S_83,S_45,-1
S_83,S_46,-1
S_83,S_46,-1
S_83,S_47,-1
S_83,S_47,-1
S_83,S_48,-1
S_83,S_48,-1
S_83,S_49,-1
S_83,S_49,-1
S_83,S_50,-1
S_83,S_51,-1
S_83,S_52,-1
S_83,S_53,-1
S_83,S_54,-1
S_83,S_55,-1
S_83,S_55,-1
S_83,S_56,-1
S_83,S_56,-1
S_83,S_57,-1
S_83,S_57,-1
S_83,S_58,-1
S_83,S_58,-1
S_83,S_59,-1
S_83,S_59,-1
S_83,S_60,-1
S_83,S_61,-1
S_83,S_62,-1
S_83,S_63,-1
S_83,S_64,-1
S_83,S_64,-1
S_83,S_65,-1
S_83,S_65,-1
S_83,S_66,-1
S_83,S_66,-1
S_83,S_67,-1
S_83,S_67,-1
S_83,S_68,-1
S_83,S_69,-1
S_83,S_70,-1
S_83,S_70,-1
S_83,S_71,-1
S_83,S_72,-1
S_83,S_73,-1
S_83,S_74,-1
S_83,S_74,-1
S_83,S_75,-1
S_83,S_75,-1
S_83,S_76,-1
S_83,S_77,-1
S_83,S_78,-1
S_83,S_78,-1
S_83,S_79,-1
S_83,S_79,-1
S_83,S_80,-1
S_83,S_81,-1
S_83,S_82,0
S_83,S_83,0
S_83,S_84,0
S_83,S_85,-1
S_83,S_86,-1
S_83,S_87,-1
S_83,S_88,-1
S_83,S_89,-1
S_83,S_90,-1
S_83,S_91,-1
S_83,S_92,-1
S_83,S_92,-1
S_83,S_93,-1
S_83,S_94,-1
S_83,S_94,-1
S_83,S_95,-1
S_83,S_96,-1
S_83,S_96,-1
S_83,S_97,-1
S_83,S_97,-1
S_83,S_98,-1
S_83,S_98,-1
S_83,S_99,-1
S_83,S_99,-1
